t,Pxerr_Boris,Pxerr_RK4,Pxerr_SPPINN
50.80000000000001,0.0005224687251450533,7.283091463250457e-09,1.3248342964899962e-06
51.20000000000002,0.0003555810968460804,1.1675989952664168e-08,4.643150099070681e-06
51.599999999999994,0.000188207680626995,1.6082545961637607e-08,1.054198891292657e-05
52.0,1.903165502614712e-05,2.0496006669645794e-08,1.6370556237710332e-05
52.400000000000006,0.00015332155593039687,2.49169973542962e-08,2.2126975003367022e-05
52.80000000000001,0.0003303337729736455,2.934627030271031e-08,2.7808447485178078e-05
53.20000000000002,0.000513652192074332,3.376880908234625e-08,3.341101665554902e-05
53.599999999999994,0.0007051613928323874,3.8173718408529567e-08,3.892928092152914e-05
54.0,0.00090707675153201,4.2568012226240626e-08,4.4355991834166275e-05
54.400000000000006,0.0011220702603731425,4.699279188002947e-08,4.968148236184078e-05
54.80000000000001,0.001353445914803686,5.1348307827936424e-08,5.48926706187558e-05
55.20000000000002,0.0016053911735669502,5.5679651111972817e-08,5.997213824215919e-05
55.599999999999994,0.0018833505111892634,5.988342088869558e-08,6.48960578533142e-05
56.0,0.002194597468141435,6.398248553196595e-08,6.963171516716216e-05
56.400000000000006,0.002549145757050564,6.795499718492692e-08,7.413300536551759e-05
56.80000000000001,0.002961262874405346,7.170362792408014e-08,7.833323743522413e-05
57.20000000000002,0.0034521161058274075,7.511766986212365e-08,8.213283354807643e-05
57.599999999999994,0.004054692816267469,7.80802471567199e-08,8.537675402164879e-05
58.0,0.004823680326540902,8.035099918757282e-08,8.781010669745015e-05
58.400000000000006,0.005857363025499662,8.136217033438697e-08,8.898297861836824e-05
58.80000000000001,0.007352998017808421,8.048516253467142e-08,8.802123526852057e-05
59.20000000000002,0.009775419780746475,7.549624303493374e-08,8.297229841280895e-05
59.599999999999994,0.014534573673028683,6.100479454929086e-08,6.847200564652489e-05
60.0,0.027911837135926376,1.653740011597904e-08,2.5854354561927195e-05
60.400000000000006,0.037770876435816614,5.4791617631888556e-08,4.0838940279008806e-05
60.80000000000001,0.01856978684796795,1.3245205088274759e-07,0.00012443616055679563
61.20000000000002,0.012082191853256763,1.4239700618645657e-07,0.00013553199752713851
61.599999999999994,0.009024221417840206,1.4025081984669896e-07,0.00013369267947194174
62.0,0.007216281618141807,1.3477253801852385e-07,0.00012837380975749824
62.400000000000006,0.00600138390222682,1.2809209781750042e-07,0.00012185691544752686
62.80000000000001,0.005115885602779535,1.2090935452846452e-07,0.00011489961198751786
63.20000000000002,0.00443316726800802,1.1350252604458433e-07,0.00010780293280365782
63.599999999999994,0.0038845872057917674,1.0601494260242816e-07,0.00010069959065939216
64.0,0.0034295491024418645,9.8482048738191e-08,9.365125749472014e-05
64.4,0.00304241321528842,9.09515924796267e-08,8.668686984414364e-05
64.80000000000001,0.0027061309493872088,8.347934787877875e-08,7.981930950862193e-05
65.20000000000002,0.0024088851797969824,7.600502094362582e-08,7.305317382666487e-05
65.6,0.0021421974174558045,6.855366851965528e-08,6.63889220264835e-05
66.0,0.0018998037226358733,6.10624013575034e-08,5.982476764554434e-05
66.4,0.001676956371621685,5.368635758173923e-08,5.335809563611349e-05
66.80000000000001,0.0014699743859099001,4.627126415357452e-08,4.698554218585116e-05
67.20000000000002,0.0012759432871769505,3.892554545359417e-08,4.070391649424465e-05
67.6,0.0010925100976475477,3.159329686752699e-08,3.4509977187013874e-05
68.0,0.0009177386409264798,2.423003220286546e-08,2.8400732650091243e-05
68.4,0.0007500052559290538,1.687157080709767e-08,2.2373590072177763e-05
68.80000000000001,0.0005879218978579459,9.56375334482118e-09,1.642633590570597e-05
69.20000000000002,0.00043027797871086904,2.250920339008644e-09,1.055705584374067e-05
69.6,0.000275994854087358,5.034168637507719e-09,4.764343071173016e-06
70.0,0.00012408966055232895,1.2344206545833458e-08,9.528686018001054e-07
70.4,2.6355131607758153e-05,1.9605265855204834e-08,6.595083519300715e-06
70.80000000000001,0.00017621771338838244,2.686727373912845e-08,1.2162477251109749e-05
71.20000000000002,0.0003263610964436836,3.411718285661891e-08,1.765467972614232e-05
71.6,0.0004776562202684076,4.13395149223561e-08,2.307077829843962e-05
72.0,0.0006310056870875158,4.8508678851533205e-08,2.8409227817327576e-05
72.4,0.0007873694167104262,5.568837924130321e-08,3.366784083080887e-05
72.80000000000001,0.000947794281025871,6.284999631844812e-08,3.884345301319314e-05
73.20000000000002,0.0011134491687387893,7.005680213723053e-08,4.393192325746753e-05
73.6,0.0012856691896283579,7.709141502942884e-08,4.89275279482726e-05
74.0,0.0014660113366886662,8.412852992023545e-08,5.382332067505047e-05
74.4,0.0016563296334659583,9.105759968264238e-08,5.86100419335267e-05
74.80000000000001,0.0018588757083621843,9.794329169920957e-08,6.32760055117032e-05
75.20000000000002,0.002076439703586175,1.0465815769578057e-07,6.780591660238144e-05
75.6,0.002312550490555232,1.1121272347480726e-07,7.21800299370301e-05
76.0,0.002571769789692091,1.1761285545475175e-07,7.637228277701524e-05
76.4,0.002860136178615136,1.2378682079372538e-07,8.034763599873429e-05
76.80000000000001,0.003185858370185368,1.2958805406526608e-07,8.405809507561202e-05
77.20000000000002,0.0035604405653368865,1.3493272144060597e-07,8.743649425113631e-05
77.6,0.004000595314705979,1.3965447820396548e-07,9.038579219611265e-05
78.0,0.00453167803719845,1.4355920363584573e-07,9.276065963170765e-05
78.4,0.005194287180402046,1.4617252563908778e-07,9.433285446425188e-05
78.80000000000001,0.006058081644796598,1.4694709138396433e-07,9.472227879658845e-05
79.20000000000002,0.007254143235211785,1.4464391728807868e-07,9.32426982651613e-05
79.6,0.009063336056696514,1.3686299427106974e-07,8.851121743003176e-05
80.0,0.012217720174557023,1.179026996034338e-07,7.72572352265577e-05
80.4,0.01934723680151973,7.03797891077329e-08,4.973396449536871e-05
80.80000000000001,0.041823501908243355,3.9452880018497893e-08,1.2265248306053689e-05
81.20000000000002,0.027352855994501546,2.1112696235725537e-07,0.00012057875248161487
81.6,0.015711331250154004,2.716232834210075e-07,0.00015937724268222375
82.0,0.011252074280556634,2.7424152504451627e-07,0.00016156834168956635
82.4,0.008889256494917674,2.6561653676537844e-07,0.00015678417006359524
82.80000000000001,0.00740000971131316,2.537404970581747e-07,0.00015002954441767358
83.20000000000002,0.006359455346435894,2.4075228566289297e-07,0.0001426506276382966
83.6,0.005581221248758705,2.273962245169514e-07,0.000135110727380372
84.0,0.004970330629341824,2.1403295447086634e-07,0.00012759151563290771
84.4,0.004473076806479348,2.0071562945034316e-07,0.00012016805823833465
84.80000000000001,0.004056678207787545,1.874912847199539e-07,0.00011287068012766355
85.20000000000002,0.003699917613436021,1.744094548783437e-07,0.00010570958876687797
85.6,0.0033884089246578597,1.614465423571687e-07,9.86855593305691e-05
86.0,0.0031120204907804094,1.4863236952322723e-07,9.179507411705146e-05
86.4,0.002863387047450594,1.3594296621732838e-07,8.503265581083497e-05
86.80000000000001,0.002637007125134261,1.2339602406541417e-07,7.839218933547443e-05
87.20000000000002,0.0024286730491711594,1.1088464013653265e-07,7.186738944842119e-05
87.6,0.002235097578311418,9.849236359826818e-08,6.545244706845921e-05
88.0,0.002053662650182808,8.616028601693415e-08,5.914186767341789e-05
88.4,0.0018822448104849343,7.393812495593011e-08,5.293080515489379e-05
88.80000000000001,0.0017190916515703591,6.179690981156227e-08,4.681489864299948e-05
89.20000000000002,0.0015627318635988985,4.970115696778521e-08,4.0790332758611214e-05
89.6,0.001411908437751741,3.7688842269290035e-08,3.48538867633863e-05
90.0,0.0012655281879334623,2.5716947682496993e-08,2.900273505268558e-05
