Np,t_Boris_ms,t_RK4_ms,t_SPPINN_ms
1,0.10022455000034824,0.2468752000004315,0.7907990499988955
10,0.12314449999939825,0.2392084999992221,0.8313896500003466
100,0.11993849999998929,0.23893535000024713,0.9421887999997125
1000,0.28375894999953744,0.5538956500004133,2.176809250000588
