dt,err_RK4,err_SPPINN
0.5,1.6652054215893416e-06,0.011840262354300931
0.25,1.0590798379034646e-07,0.007056757932747648
0.125,6.696343016629191e-09,0.0008375721201514207
0.0625,4.220741900517095e-10,0.0001619542184688672
0.03125,2.7353915959098074e-11,5.157184530410606e-05
0.015625,2.6080808808615343e-12,2.8542424485159007e-05
