time,dH_RK4,dH_Boris,dH_SPPINN
12172.5,0.00023905113580383413,0.00922745692524453,4.999818311521208e-05
12180.0,0.00023923757504797316,0.0004221050885068859,0.00014526251157095452
12187.5,0.00023935392185077693,0.011686223903189217,4.2153638808344144e-06
12195.0,0.00023951039302685478,0.012119346372988272,4.672796515504946e-05
12202.5,0.00023966606818700233,0.00035420218968296033,4.774152043337038e-05
12210.0,0.00023978708854488455,0.0069049953474648,2.947083064445389e-06
12217.5,0.00023995070625154613,0.006928945378755912,6.59569594235454e-06
12225.0,0.0002401205810808683,0.0035285548933723333,2.209782418796221e-05
12232.5,0.00024028606837602428,0.0062663889249683965,8.891669302936274e-06
12240.0,0.00024041018370793632,0.01612795050225386,9.07902042172848e-05
12247.5,0.00024056204192153175,0.007648076182204603,9.760218479458017e-05
12255.0,0.00024072877006586804,0.004328461014288319,4.2197748434813354e-05
12262.5,0.00024086772760876138,0.012981020218276691,2.5526780253552702e-05
12270.0,0.0002410099566817719,0.009403304044308395,6.501950935342625e-05
12277.5,0.00024118133853056408,4.6683289289551996e-05,7.859326172272364e-05
12285.0,0.00024073204468231998,0.010453323402575886,8.36487102678698e-05
12292.5,0.00024141514848775435,0.0007551285895911263,1.647500390816538e-05
12300.0,0.0002416076162686036,0.004049713012024008,5.1532532771720886e-05
12307.5,0.00024186718086551638,0.006471409037330821,0.00020643953899391828
12315.0,0.00024182767691415704,0.015821402041425136,2.7913970931635308e-05
12322.5,0.0002420122277488046,0.0059461161345733945,7.85080511620837e-05
12330.0,0.00024221317846192533,0.0022891729849730206,0.00017309898611868544
12337.5,0.00024228782639105145,0.01531447117739135,0.00011676868861692239
12345.0,0.00024244356530905392,0.010184592668330175,2.443803681431714e-05
12352.5,0.00024261097812476357,0.0008773744005940578,0.00010061038127455349
12360.0,0.00024274057521731556,0.010886386311544993,9.273906771827856e-06
12367.5,0.0002428965501968549,0.011950076290438478,2.9775737654180587e-06
12375.0,0.00024306111966564895,0.00012467804813288977,9.990439044320802e-05
12382.5,0.00024312778626440863,0.006739559763498524,6.233396939396766e-05
12390.0,0.00024333961469142528,0.009307723532196315,4.8291027244337844e-05
12397.5,0.00024350482139283994,0.00415549499263897,4.24408187369854e-05
12405.0,0.00024368213225635252,0.006636877664523746,0.0001471388111534623
12412.5,0.00024378483189152944,0.015351102756547457,0.0001019692348897879
12420.0,0.0002439580815720184,0.00799867928124558,3.847178058644626e-05
12427.5,0.00024411370111834484,0.0035133762465795007,5.572089501680048e-05
12435.0,0.00024421295115077007,0.012940554408353124,8.794205873373148e-05
12442.5,0.00024438148209599567,0.008527269077270389,3.7299254651545364e-05
12450.0,0.0002445682710968299,0.0007178316343472806,3.507905137513763e-05
12457.5,0.00024462369211418483,0.009767268780426388,4.015952272076386e-05
12465.0,0.0002447852257026554,0.004234278540038306,3.0239689096623394e-05
12472.5,0.00024497857755856453,0.004613070757423048,4.494879225720282e-06
12480.0,0.00024505000452386205,0.005735166715873542,6.367855005348848e-05
12487.5,0.00024522095814116183,0.01668927530286099,4.782265266157595e-05
12495.0,0.0002453834229258757,0.006079666672313743,2.2520216645065336e-05
12502.5,0.0002455936910632465,0.0017493723713245632,0.00010181123376718163
12510.0,0.00024567160471822204,0.015077058647302903,2.8246410743064452e-05
12517.5,0.00024583711423680773,0.011204054216070713,7.605230515617406e-05
12525.0,0.00024599333245757185,0.0013157846292240819,0.00011875475789974838
12532.5,0.00024612367960666066,0.010058612264058587,1.4666869034690789e-05
12540.0,0.0002462796715091386,0.011191871153377199,4.216694367493067e-06
12547.5,0.00024645028916581483,0.0003452158699011392,4.039857876980506e-05
12555.0,0.0002463662830783576,0.006824786379920043,0.00015265913479736473
12562.5,0.00024673443359243336,0.011315849457925988,7.828575419583053e-05
12570.0,0.000246889006294588,0.004724834895532167,7.436288450065389e-05
12577.5,0.00024709384323894513,0.006624044807436051,0.00015918972492983395
12585.0,0.0002471532855588272,0.014625181238696175,5.549116300036688e-05
12592.5,0.00024734217814549223,0.008236882174286624,0.00010775796303002476
12600.0,0.000247510164499642,0.0027490769401083514,0.00021867464234083666
12607.5,0.0002475657176697,0.01263313196337673,2.7721188052351595e-05
12615.0,0.00024775125414499714,0.007444371988737142,1.7338674230637516e-05
12622.5,0.00024794278492172356,0.0014422548560682458,0.0002477750577944129
12630.0,0.0002480510836734407,0.009129141748622643,4.440170495104407e-05
12637.5,0.00024815696289533413,0.007627643787728428,3.719104080359785e-05
12645.0,0.0002483468444715735,0.004773899597796417,0.00014258921534797428
12652.5,0.0002481308090853214,0.0050095030693700585,7.544377414690353e-05
12660.0,0.00024861360805030755,0.017168453854580275,2.4185797579631964e-05
12667.5,0.0002487675505456943,0.006536044755098781,3.2047502116159354e-05
12675.0,0.00024895868191281655,0.001552024430737651,3.6994062292162793e-05
12682.5,0.0002490555614437564,0.014691896673402342,5.481169531319407e-05
12690.0,0.00024922505106192525,0.012086355292835861,8.944375617325932e-05
12697.5,0.0002493874904492555,0.0016026188455739033,8.895504529801696e-05
12705.0,0.00024952079892693485,0.009308778751768842,3.036618853025366e-05
12712.5,0.0002496643127744169,0.009864714877083087,7.372270004709075e-05
12720.0,0.00024983367981164066,0.0009618976549000527,9.959136492682405e-05
12727.5,0.0002498174954575756,0.007139282411254111,6.809322766227152e-05
12735.0,0.00025011644726983634,0.01267634325719318,9.272915590864903e-05
12742.5,0.00025028240782658007,0.005251819705548008,0.0001012143876155045
12750.0,0.0002504869870857941,0.006204772639299984,3.1108628167656246e-05
12757.5,0.0002505234352510943,0.014074627518979543,3.8912151413177944e-05
12765.0,0.00025071582043449756,0.00839320857422173,5.383468392350472e-07
12772.5,0.0002509209070696524,0.0020267280320101885,0.0002486349095332592
12780.0,0.0002509334122098044,0.012154416066354631,9.897178398264535e-06
12787.5,0.00025112021163718496,0.006201332922732997,4.9655979187418944e-05
12795.0,0.0002513145987867864,0.002158413753703812,0.00014260177142308417
12802.5,0.00025140174625579555,0.008506630402294216,6.082257109576578e-05
12810.0,0.0002515448605014464,0.010580223814910732,2.2222416920029352e-05
12817.5,0.00025171808491698377,0.0045687251785963305,2.3664115073964615e-05
12825.0,0.0002517975944541135,0.004320596047941382,6.947217241853012e-05
12832.5,0.0002520011697272322,0.017406427785611165,4.9003677295916656e-05
12840.0,0.0002521629479673954,0.007202277672333048,9.686946788987481e-06
12847.5,0.00025230876092788236,0.0016238672285130234,0.00013806878315241066
12855.0,0.0002524420346313226,0.014113818653582699,4.4843901837070995e-05
12862.5,0.0002526091107090729,0.012817229305312396,7.806402603832176e-05
12870.0,0.00025277847395833975,0.0017320239388900491,0.00016819084729509842
12877.5,0.00025289745873917986,0.008723566590630165,0.00011273093204130712
12885.0,0.00025305928098342476,0.007895725877886976,2.0485452471242807e-05
12892.5,0.0002532178087204642,0.0016270005695677957,0.00012701230490603957
12900.0,0.0002533573458773504,0.007577507034858282,0.00010933429953683667
12907.5,0.0002534901702619747,0.013468789425699306,4.745733136405362e-05
12915.0,0.0002536737474757163,0.005763492549712552,0.00014753892931574703
12922.5,0.00025325037355318383,0.005560447600171411,1.2929000225470302e-05
12930.0,0.0002538940983808091,0.013752640930424932,7.1937196575641586e-06
12937.5,0.000254087966719701,0.008420176442845073,4.716747367426382e-05
12945.0,0.0002543396760711563,0.0012854746480143622,0.00010452886502862745
12952.5,0.0002543220454360262,0.011609503343088148,4.9114797501932146e-05
12960.0,0.0002544924361363347,0.005035902391822084,5.740094272882465e-05
12967.5,0.0002546901157088757,0.0028676871264926036,0.0002691821180966765
12975.0,0.00025477867700695304,0.007838318581959542,3.817236864436907e-05
12982.5,0.0002549399005528154,0.013128290465397138,1.8792043915626228e-05
12990.0,0.00025509587394838756,0.004315104229107895,3.518053015649562e-05
12997.5,0.00025522063764470056,0.003647749859307496,3.3743096699344826e-05
13005.0,0.000255385236544035,0.017524571915451533,1.1801097262586602e-05
13012.5,0.00025555432037205203,0.008043330990430383,3.600184562725231e-05
13020.0,0.0002556744195681583,0.0019688189421292347,9.457555005367319e-05
13027.5,0.0002558369656199784,0.013262993050871646,7.435845929840846e-05
13035.0,0.0002559940234428579,0.013281045165354022,5.333889642465963e-06
13042.5,0.0002561707593192044,0.0016247028773242115,7.626533741762302e-05
13050.0,0.00025626599842521776,0.008400837569577976,9.949551766477587e-05
13057.5,0.0002564494188806556,0.005262290792478594,0.00010931737389711349
13065.0,0.0002566068830741137,0.0022763633600111407,3.253070503263267e-05
13072.5,0.00025670109671476296,0.007945478911203702,1.679293332719144e-06
13080.0,0.0002568625214487998,0.013694313368166665,3.1665033280378923e-06
13087.5,0.0002570532684441737,0.006264153101093383,0.00015691284851866559
13095.0,0.0002570569574935048,0.0047389652228502195,3.561097809933845e-05
13102.5,0.000257266940448967,0.013629385260832332,5.649948808322675e-05
13110.0,0.0002574592706104801,0.00826905553553378,6.361896497617572e-05
13117.5,0.00025762080586251085,0.0005009547056187772,0.0001722306432929661
13125.0,0.00025771671210014676,0.011046176229514584,2.8451809476867978e-05
13132.5,0.0002578709089922159,0.0038256266723757522,7.945371045184694e-05
13140.0,0.0002580680731138074,0.0033594714700583266,6.713171271256228e-06
13147.5,0.0002581615473496006,0.007137964189824582,8.359770903695974e-05
13155.0,0.0002583302128793289,0.015220659962010294,0.00012281564369147097
13162.5,0.00025848882496325463,0.004213613414761721,0.00018713089159239335
13170.0,0.0002586209493232207,0.0030699068391623558,9.763406554611841e-06
13177.5,0.0002587694045490633,0.017513089330414913,4.484750304839391e-05
13185.0,0.0002589403815324536,0.009085549819539808,0.00012858582828023305
13192.5,0.0002588682654270717,0.002439932596959086,9.14036415341093e-05
13200.0,0.000259224593701793,0.012308796345795936,6.113731373755202e-05
13207.5,0.000259383406979779,0.013311603112280867,5.168846877384303e-05
13215.0,0.00025957963348645515,0.0012431427329947212,0.00010693857730012236
13222.5,0.0002596357678505939,0.00838359074525204,3.2135784319251164e-05
13230.0,0.00025982732734032,0.002076566630190815,4.160117472575394e-05
13237.5,0.0002600068435173821,0.002969094589551382,0.00018510933987690695
13245.0,0.0002600501708843968,0.00789982121894431,2.0965002768693135e-05
13252.5,0.0002602322112057515,0.013485313164603297,3.000884703089949e-05
13260.0,0.00026042416303735915,0.006692953722699142,3.816636555654378e-05
13267.5,0.00026054961920274946,0.003916624156591023,4.2218457039033824e-05
13275.0,0.00026064729419206744,0.013420802000426252,2.214539250308945e-05
13282.5,0.00026082872985198723,0.008054445810830386,7.821210593765637e-05
13290.0,0.00026066984826128765,0.00031042873702514525,8.549862579312853e-05
13297.5,0.0002611063015379492,0.010468369890831662,6.412944968779492e-05
13305.0,0.00026126434422668414,0.0021855626003328,4.541172875286146e-05
13312.5,0.00026143746589785306,0.003300869198762109,0.00016456567787573862
13320.0,0.0002615462251186266,0.006386964852251325,8.184173246775215e-07
13327.5,0.0002617147003003428,0.016887127061714385,3.2852553854573115e-05
13335.0,0.000261881368409769,0.0045100895213390085,0.00011394192802213707
13342.5,0.00026201518053094674,0.00283940443755899,9.239917644352671e-05
13350.0,0.0002621599009432347,0.017190305211659675,2.6334444561783876e-05
13357.5,0.00026232331226035415,0.010072198271810086,4.272637321769083e-05
13365.0,0.00026218638907184774,0.002877557567916213,0.00014109307448167022
13372.5,0.00026259967567447495,0.011365576090148422,9.890582761263121e-05
13380.0,0.00026277811321311393,0.012898703879517755,0.00019768735414554486
13387.5,0.00026300737915473755,0.0005882175660753943,5.372719924876928e-06
13395.0,0.0002630037645408935,0.008772959493227457,2.8951303215923545e-05
13402.5,0.0002631969720385497,0.001111444107281738,2.800118012091911e-05
13410.0,0.0002634035246246693,0.0036281610442186404,0.0002849808072111748
13417.5,0.0002634250497008843,0.0073389247030122996,2.9852594184380634e-05
13425.0,0.000263600975612999,0.013294886462444396,8.800064146643704e-05
13432.5,0.00026379444246537817,0.00708933081519273,0.00025624499957644016
13440.0,0.0002638962336226894,0.0030953162568104617,8.130116129786413e-05
13447.5,0.000264041586114655,0.013138111524584724,7.754204844135309e-06
13455.0,0.0002642002097891911,0.00800941479615875,5.3196869981058416e-05
13462.5,0.00026423334645532206,0.0011357770096197734,6.350014487775576e-05
13470.0,0.0002644898006236565,0.009849885680778813,1.7274282468355473e-05
13477.5,0.0002646567191024941,0.00014786698154083984,4.041994407027291e-05
13485.0,0.00026481491617017097,0.002881115978480258,3.9306734343858663e-05
13492.5,0.00026493842076094853,0.0056731521022719235,7.431825894567734e-05
13500.0,0.0002650979493831676,0.018023892796053924,5.487318008079809e-05
13507.5,0.0002652687523379156,0.0050813918146958995,0.00012725644124740064
13515.0,0.00026538172275521394,0.002946617656626147,0.00011339645445491753
13522.5,0.0002655534006932295,0.016452690091082446,5.318217224952535e-05
13530.0,0.0002657079780473596,0.010863055676495932,0.00011033756152039635
13537.5,0.00026584006568740613,0.0031073996380438984,5.6077724696383996e-05
13545.0,0.0002659696618808919,0.010701300756795748,7.266639966519086e-06
13552.5,0.0002661593310633356,0.012173196069088277,1.4441794077791216e-05
13560.0,0.0002658572729862126,0.00010875542186813626,1.8584400282605148e-05
13567.5,0.0002663740956216787,0.009221915888939974,1.552211761169252e-05
13575.0,0.0002665672207640121,0.0041306279466844795,5.158020801727213e-05
13582.5,0.0002668053704637313,0.0042748502051639424,0.00010768279551954178
13590.0,0.0002668180674122593,0.006537880027027236,6.313674078245134e-05
13597.5,0.00026697456508731435,0.013492471367170742,4.705339635407253e-05
13605.0,0.00026716644445105365,0.0074441981016795606,0.00018595250456982754
13612.5,0.0002672675893709024,0.0023040420652931525,4.898279159986118e-05
13620.0,0.000267432847107736,0.012807222547023135,7.713845634186713e-05
13627.5,0.00026758875613920894,0.008378963834920698,0.00018656292221667597
13635.0,0.00026768897458970096,0.0017540754594665483,2.1065823076940658e-05
13642.5,0.00026787345721972087,0.009241826175292449,4.881768103847054e-06
13650.0,0.00026804426408509255,0.003006508496331702,5.213604604233151e-05
13657.5,0.00026821311730469493,0.0024853233514501765,9.422237677999943e-05
13665.0,0.00026832930840557434,0.004965530044200768,3.7841425887636625e-05
13672.5,0.0002684844533111473,0.018731740343040912,2.402195814151385e-05
13680.0,0.00026865706211191826,0.00590339104226918,0.00010760935626744529
13687.5,0.0002687465797487912,0.0032818316765776748,6.0141107839529955e-05
13695.0,0.0002689343659887778,0.015512043826146238,9.81801710830568e-05
13702.5,0.0002691036922360047,0.011292917860640113,6.78434626530358e-05
13710.0,0.0002691904338364729,0.003011157355804093,2.178062899543285e-05
