period,dK_RK4,dPx_RK4,dK_Boris,dPx_Boris,dK_SP-PINN (frozen),dPx_SP-PINN (frozen),dK_SP-PINN (time-coord),dPx_SP-PINN (time-coord)
112,8.35935096699103e-07,4.140218790027461e-07,3.805986558091945e-05,0.037461436411382554,5.93944893267917e-11,1.090963852590221e-08,3.8364369983057145e-06,1.3505446947892352e-05
115,8.204753081386684e-07,9.736628103773626e-08,0.0004694321003766433,0.0068890442384610395,0.02148751257001802,1.6367547457374343e-06,1.5783205582486914e-05,7.369625640407662e-06
118,8.502972370649786e-07,1.1215399409181259e-07,0.0004974717217223201,5.2927735549435084e-05,0.00025117523658568786,1.665491792701701e-06,5.3268911193171675e-06,3.167538126902514e-06
121,8.801851087980594e-07,1.2693811601849347e-07,0.0004885339308708936,0.005672370782395797,0.021383798388192155,1.6913944078655874e-06,1.0768726655285832e-05,2.0585479385548666e-06
124,9.254994866036981e-07,4.583813935088443e-07,5.6047313072848937e-05,0.03880250646151895,1.2630691725856735e-07,3.1015239265741457e-09,1.7563832317435413e-06,3.621898057470929e-06
127,9.100397244665714e-07,1.4172510054422105e-07,0.00046778483689902117,0.007036098099797883,0.021485431135226385,1.7234898608275984e-06,1.0213605380116064e-05,1.8127550813762383e-06
130,9.398616480638111e-07,1.5651338602928888e-07,0.0004974706561622355,0.00011417946180625194,0.000249524017851499,1.5556961894258592e-06,5.181572320545058e-06,6.757295536452546e-07
133,9.697495171323567e-07,1.7129875029553432e-07,0.0004891007004212966,0.0055702314390491114,0.0213860568865476,1.690255914787997e-06,1.116328178873971e-05,5.3402869548691e-07
136,1.0150638583006355e-06,5.02741613672697e-07,7.410725888645775e-05,0.03944159982806328,8.125989825469304e-08,2.0361889063735816e-08,3.4500095402734132e-06,4.756010484996409e-06
139,9.996041212545492e-07,1.860852305579641e-07,0.00046604812889849967,0.00718662363842304,0.0214833747575085,1.6391080268629565e-06,9.580687647670061e-06,4.640792405252725e-06
142,1.0294260412990752e-06,2.0087252861067384e-07,0.0004974692331618513,0.0001755560208085427,0.00024798145872839683,1.6897454861997119e-06,2.948282347148279e-06,1.9310466274902183e-06
145,1.059313908591264e-06,2.1565850039095835e-07,0.0004896366330813251,0.005469720861201344,0.021388183909545333,1.6566450165012014e-06,1.4021260795971102e-05,3.5162206093453108e-06
148,1.10462821056867e-06,5.471021449210411e-07,8.921424045293946e-05,0.039475379689221324,8.281133745402514e-08,4.042909451662524e-08,4.253665590425726e-06,1.4619104736546262e-05
151,1.0891685002789586e-06,2.3044568830954404e-07,0.0004642170388082789,0.0073407766329247615,0.021481207360515953,1.673155832770945e-06,1.5001377756007628e-05,5.864146954248639e-06
154,1.118990416770771e-06,2.4523195851777757e-07,0.0004974673797883966,0.00023706948090396196,0.0002463269406085544,1.5845834901995204e-06,4.034651758466623e-06,1.332021386524218e-07
157,1.1488782822866028e-06,2.600170432298654e-07,0.000490143224618933,0.0053707819927204525,0.021390381385756996,1.6767775741222124e-06,9.393983560812558e-06,4.792098456940508e-06
160,1.1941925484038052e-06,5.914593976807936e-07,9.893401579752492e-05,0.039027354349171706,1.6222171483892822e-07,4.194377023480911e-08,7.695194130796779e-07,2.581056675499127e-06
163,1.1787328615397996e-06,2.7480307984717456e-07,0.0004622863198644467,0.007498722111551448,0.021479222624920524,1.7121654991569812e-06,1.0146335990057764e-05,1.4427229735325398e-06
166,1.2085547744788983e-06,2.895903432609259e-07,0.0004974650159645932,0.0002987320028133844,0.00024475494100961726,1.628038694523326e-06,5.447032218164338e-06,1.1891869369229369e-06
169,1.2384426382183733e-06,3.043757144105541e-07,0.0004906218985114563,0.005273360098398516,0.02139253212270642,1.7052820677765368e-06,1.1361647105800898e-05,7.123295433508758e-07
172,1.2837568680312827e-06,6.358181769972049e-07,0.00010195126459833226,0.038224321019257435,1.1598505689214278e-07,1.9195824485507273e-08,3.0976267240134803e-07,5.416036177319228e-06
175,1.2682972059252506e-06,3.1916230081030506e-07,0.00046025039333041917,0.007660635024447693,0.021477033502181442,1.6167065675087855e-06,1.0716070150351698e-05,2.8268088538840885e-06
178,1.2981191197525277e-06,3.339515335376575e-07,0.0004974620543691799,0.0003605558525361374,0.00024314165723549053,1.639175583934005e-06,4.008717440662224e-06,6.585040295270517e-07
181,1.3280069781629322e-06,3.4873706034055374e-07,0.000491074009902448,0.005177402641534545,0.021394756709504748,1.6289684046100206e-06,1.4994483556129978e-05,5.4824554869270514e-06
184,1.373321171782571e-06,6.801801166744781e-07,9.809089339840593e-05,0.03718009123683941,1.615681181066364e-07,1.6478675535225307e-08,4.962258163043742e-06,1.4153828698848514e-05
187,1.357861529882598e-06,3.6352415566653917e-07,0.000458103323746073,0.007826701017675575,0.021475015765776817,1.72265205344857e-06,1.35093566093758e-05,2.9679177830921333e-06
190,1.3876834401571614e-06,3.783122790590454e-07,0.0004974584002708227,0.0004225533994972608,0.00024154377960172724,1.615029135093593e-06,2.6994568456117918e-06,3.1739837149658e-06
193,1.4175712994557443e-06,3.930990972733639e-07,0.0004915008493586726,0.005082859161569919,0.02139685175371131,1.7165234160732012e-06,8.1261615116901e-06,6.787927588902676e-06
196,1.4628854568821126e-06,7.245405673206307e-07,8.801661539448169e-05,0.035987704065626236,2.0773072384461244e-07,4.746090764840005e-08,3.1060469132260238e-06,2.6077239603239377e-06
199,1.447425840517269e-06,4.078829807241391e-07,0.00045583879213051404,0.007997117267128928,0.021472888385304145,1.6529332211856484e-06,1.0738210489691369e-05,1.1410137679135346e-07
202,1.477247749903654e-06,4.226726548761661e-07,0.0004974539514259746,0.0004847371317353577,0.00023992466449396233,1.6031960079487817e-06,5.756443847815262e-06,2.2232556236012613e-06
205,1.507135602984988e-06,4.3745791611371487e-07,0.0004919036463162385,0.0049896811771654725,0.021399119855545656,1.6676698946227475e-06,1.212599302746753e-05,1.2956173884859368e-06
208,1.5524497244401303e-06,7.688993288734736e-07,7.284595750833844e-05,0.03471809964526473,1.860094418493219e-07,5.712469741681048e-08,2.689261492827555e-06,6.44103261349116e-06
211,1.536990125394766e-06,4.5224365097240593e-07,0.0004534500668391672,0.00817209338128766,0.02147082323250782,1.6674534444316436e-06,1.1656338999799232e-05,1.0229285567486812e-06
214,1.566812034781151e-06,4.6703192602137733e-07,0.0004974485978745946,0.0005471196698181302,0.0002383595729735788,1.6757206708906125e-06,4.932011613334453e-06,2.581541806545573e-06
217,1.5966998905270202e-06,4.818160586061992e-07,0.0004922835723792929,0.004897822072154723,0.021401220290512946,1.6458803064889338e-06,1.4922906420800075e-05,5.992288362399734e-06
220,1.642013978009338e-06,8.132566318153067e-07,5.3832305970669125e-05,0.033422445395471234,2.317462144407756e-07,4.366956884993556e-08,5.826037944967055e-06,1.222914773979511e-05
223,1.6265544013904787e-06,4.966019573338087e-07,0.0004509299720023563,0.008351852402417315,0.02146869862082834,1.6879786783885464e-06,1.1800332967659699e-05,5.828042271005529e-07
226,1.6563763090005068e-06,5.113909204990108e-07,0.0004974422217873808,0.0006097137773863892,0.0002367035000849782,1.5585030936904332e-06,1.550149630880071e-06,6.009140123497403e-06
229,1.6862641611936624e-06,5.261752797913744e-07,0.0004926417443567033,0.00480723700563801,0.021403427881308446,1.732424337541616e-06,7.675549953845007e-06,7.383134697391824e-06
232,1.7315782147031555e-06,8.576161600881704e-07,3.216169688347037e-05,0.03213588695049063,3.0292930253139616e-07,1.7760949377887414e-08,4.782356715082869e-06,3.9443767687608045e-06
235,1.7161186578462662e-06,5.409620642549129e-07,0.0004482708531492463,0.008536631893518276,0.021466676579283472,1.6779877500816553e-06,1.1633153397916374e-05,1.9868871947714695e-06
238,1.7459405636799374e-06,5.55751209496691e-07,0.0004974346972668187,0.0006725323646721293,0.00023515298424037212,1.672888330528366e-06,6.067638826046107e-06,3.496435172944956e-06
241,1.775828415873093e-06,5.705384353849041e-07,0.0004929792271584077,0.0047178828236844605,0.021405618677933447,1.6216066129892681e-06,1.2977526511193105e-05,1.7545113060180029e-06
244,1.821142431857048e-06,9.019795221831828e-07,8.851640193707766e-06,0.03088139459707273,2.239044880614216e-07,1.000577398713176e-09,4.885779201435625e-06,7.31892510508203e-06
247,1.8056828929857716e-06,5.853223097318505e-07,0.00044546453999139146,0.008726685125002298,0.021464494237001475,1.6357376746434227e-06,1.2495203579376835e-05,2.0431050185010236e-07
250,1.835504797043086e-06,6.00111146775717e-07,0.0004974258901651041,0.0007355885013522467,0.00023351819748107516,1.6113670204820352e-06,5.507064212650903e-06,3.418661310039539e-06
253,1.86539265012442e-06,6.148971207764475e-07,0.0004932970365132405,0.004629717974967251,0.021407750556152294,1.7068109994244907e-06,1.3812385178724185e-05,5.183523352325636e-06
256,1.9107066311363496e-06,9.463389867292449e-07,1.5280410996298954e-05,0.029673092969985326,3.964403729739274e-07,4.816071985658255e-10,6.565920842582784e-06,9.303022002971062e-06
259,1.895247111249887e-06,6.296824539564483e-07,0.0004425023059004829,0.008922282398045933,0.02146250320026155,1.7406949304188402e-06,9.879085148156719e-06,3.866625511772526e-06
262,1.925069012642666e-06,6.444708990915871e-07,0.0004974156578780864,0.0007988954385815816,0.0002319185951531466,1.598205941366615e-06,8.921867244993109e-07,7.587472874437395e-06
265,1.9549568648358218e-06,6.592573127406354e-07,0.0004935961414700429,0.004542702420021083,0.021409969409826424,1.6760328716003414e-06,8.551471009532463e-06,6.330570614387909e-06
268,2.00027081442844e-06,9.906974050011286e-07,3.960926261203923e-05,0.028518895598284022,3.0951349005992057e-07,2.3475398958083815e-08,5.472134352979552e-06,6.596129829006259e-06
271,1.9848113108622556e-06,6.740428626361705e-07,0.00043937482386269266,0.009123712477768109,0.021460344688400745,1.6012273433840818e-06,1.3019029927008319e-05,4.289905637389069e-06
274,2.0146332140313916e-06,6.888299790563934e-07,0.0004974038490717092,0.0008624665944703125,0.00023033590944265825,1.6664728959003838e-06,6.206400336772333e-06,4.436726382284206e-06
277,2.0445210662245472e-06,7.036171525420798e-07,0.0004938774667833101,0.004456797573223925,0.021412125294748563,1.6621897924729012e-06,1.3055374004089515e-05,1.623349960233611e-06
280,2.089834978291627e-06,1.0350589236818308e-06,6.367622057967814e-05,0.027422478417534535,4.111808119544591e-07,5.378795675525794e-08,5.6070571339272846e-06,7.403015894524856e-06
283,2.074375495375591e-06,7.184034871432488e-07,0.0004360721187062211,0.00933128418000262,0.021458280729380164,1.7247052148672282e-06,1.272985697831075e-05,6.524394340345907e-07
286,2.1041973976565487e-06,7.331920921505031e-07,0.0004973903034910521,0.000926315596734284,0.000228707299853248,1.5914840238995254e-06,5.6770216474433255e-06,3.1779281810528914e-06
289,2.134085248961526e-06,7.479780437247285e-07,0.0004941418952011389,0.004371966218695178,0.02141429778860715,1.679437291013386e-06,1.2565460819402574e-05,3.5032882803598397e-06
292,2.179399126278625e-06,1.0794194471586138e-06,8.715809336035107e-05,0.026384705748989656,4.4110332708680033e-07,7.327269591073104e-08,6.609613754759991e-06,6.370442912739804e-06
295,2.1639396585726445e-06,7.627631586348826e-07,0.000432583515141971,0.009545328124795915,0.021456210715368407,1.6592409606275282e-06,8.355644659729933e-06,6.120098677397934e-06
298,2.193761565294494e-06,7.775523853670308e-07,0.0004973748516619025,0.00099045628213279,0.00022711923166340853,1.6264824553857693e-06,9.43731116365143e-07,7.420881365405307e-06
301,2.223649413934936e-06,7.923383451569066e-07,0.0004943902695151436,0.004288172438931204,0.021416480729258502,1.7048760558857623e-06,1.0153835997783744e-05,3.797395872862097e-06
304,2.268963258833523e-06,1.1237778279049593e-06,0.00010983749518911345,0.025404634946049054,4.689014602154984e-07,6.871180002754329e-08,5.3765198249067225e-06,9.863346072780388e-06
307,2.2535038057824863e-06,8.071208366100535e-07,0.0004288975813668827,0.009766198645559054,0.021454086045845422,1.6582420883093363e-06,1.4585365080144186e-05,6.104548683882882e-06
310,2.2833257098398008e-06,8.219058522662692e-07,0.0004973573146287436,0.0010549026985353649,0.00022551993134189985,1.6472395019118125e-06,5.9274159101008195e-06,4.386567082459436e-06
313,2.313213561144778e-06,8.366913644142215e-07,0.000494623394566851,0.004205381573004985,0.02141867578791956,1.6159180500352477e-06,1.2437551610844366e-05,6.175619158277357e-07
316,2.3585273710713395e-06,1.1681315450484675e-06,0.0001315772123928749,0.02448021056820937,5.00394170765972e-07,4.2392765298160384e-08,4.686346586235679e-06,6.578492245612466e-06
319,2.343067936116938e-06,8.514736145048829e-07,0.00042500206785245354,0.009994275920684803,0.021452025289205423,1.6960274094035555e-06,1.2080258958491186e-05,4.341897219539703e-07
322,2.3728898419506095e-06,8.662612906995548e-07,0.0004973375036652072,0.0011196691343497989,0.00022390399518190662,1.595608028592821e-06,5.624336949949793e-06,2.3611881614371555e-06
325,2.402777694143765e-06,8.810445777385212e-07,0.0004948420391377439,0.004123560136640947,0.021420790164730974,1.7500558320282522e-06,1.1584829321620305e-05,1.5867296156990562e-06
328,2.4480914694313682e-06,1.2124852664108232e-06,0.0001522993442213405,0.023608736254052243,6.117244276682143e-07,8.619116753649791e-09,5.5563630430022215e-06,4.311395647160765e-06
331,2.432632046911465e-06,8.958296400241039e-07,0.00042088384101113263,0.01022996832794476,0.02144993508926074,1.6696157052464855e-06,8.047178307712954e-06,6.877471296018456e-06
334,2.462453954521493e-06,9.106164713390541e-07,0.0004973152199729824,0.001184770116977596,0.00022230686237190156,1.6285239963220732e-06,1.6204728883195685e-06,5.659799980906044e-06
337,2.492341809379184e-06,9.25400243101393e-07,0.0004950469376749922,0.004042675771342541,0.02142306734023869,1.6180688795497389e-06,1.1893254982631163e-05,3.468526406091854e-07
340,2.5376555524703193e-06,1.256846441366477e-06,0.00017196894943971586,0.022787190369744748,5.490465256885457e-07,1.3276033605791326e-08,4.987720084503877e-06,1.2711279890886829e-05
343,2.5221961452714936e-06,9.40191852372152e-07,0.0004165288113116006,0.010473715034161835,0.021447832726407157,1.648699728740155e-06,1.5337900332035304e-05,6.796103064310444e-06
346,2.552018051105165e-06,9.549793360541514e-07,0.0004972902543025626,0.0012502204442506049,0.00022072214721990946,1.657037631774827e-06,5.19314321767439e-06,3.087921166322616e-06
349,2.581905906851034e-06,9.697646607964572e-07,0.0004952387919612278,0.0039626971890254215,0.021425130414032267,1.700405449556186e-06,1.1551802816534007e-05,1.253436372694594e-06
352,2.6272196153032112e-06,1.3012059063566284e-06,0.00019058154530493532,0.02201243327315261,7.145370194416856e-07,1.2749807432044236e-08,2.5354758984574843e-06,5.346577977682898e-06
355,2.611760221427062e-06,9.845522179752209e-07,0.0004119218556626336,0.01072598886019227,0.02144575191793674,1.7173804596204434e-06,1.1292571550747255e-05,8.277692908897905e-08
358,2.6415821281489116e-06,9.993391691942577e-07,0.0004972623866503767,0.0013160351783927382,0.00021907426838385646,1.5586634922737375e-06,5.514901038061737e-06,1.5306283969174217e-06
361,2.671469986559316e-06,1.0141242734462708e-06,0.0004954182726599754,0.003883594136917079,0.021427402516938976,1.6868762886534938e-06,1.0746486029944435e-05,9.262316291724915e-08
364,2.7167836588182226e-06,1.3455625489378065e-06,0.0002081537246660936,0.0212813403290959,6.982458158333316e-07,7.041373262239858e-09,3.5207378477064566e-06,3.387835638690717e-06
367,2.7013242789308833e-06,1.0289070822011581e-06,0.00040704673356417587,0.01098729947104271,0.021443692188816144,1.636455927211955e-06,8.709260146844144e-06,6.063854191662443e-06
370,2.7311461892054467e-06,1.043695313729387e-06,0.000497231385857333,0.0013822296735281903,0.00021753291106119121,1.6950021461958897e-06,2.6959378525148736e-06,2.872796567965352e-06
373,2.7610340458394944e-06,1.058479769389109e-06,0.0004955860208220031,0.003805337319961355,0.021429521109139316,1.6520663976837824e-06,1.375303981276943e-05,3.132807126160486e-06
376,2.8063476826822864e-06,1.3899209339029994e-06,0.00022471621300157452,0.020590884304270363,7.516583296895973e-07,2.990093816990225e-08,4.604473316405233e-06,1.4467358421477172e-05
379,2.790888316006601e-06,1.0732669475377321e-06,0.0004018859971059996,0.011258196901547723,0.021441532012739017,1.6799831632496875e-06,1.5019400817273265e-05,5.941063448311468e-06
382,2.820710227169343e-06,1.088054176978659e-06,0.000497197009233119,0.0014488195992852226,0.00021587224633634605,1.573795438858383e-06,4.1458164652397045e-06,7.324425550514491e-07
385,2.8505980873561043e-06,1.102836356459136e-06,0.0004957426492344652,0.003727898374213723,0.02143172402897431,1.6890058045504475e-06,1.0258294044440674e-05,3.556350716582557e-06
388,2.8959116890048264e-06,1.4342780343401529e-06,0.00024030879263436944,0.019938183804039333,8.728956791825837e-07,3.802964521071317e-08,3.1346820250632845e-07,4.211093443284852e-06
391,2.8804523388714642e-06,1.117623112500965e-06,0.00039642089443248096,0.011539275470735078,0.021439550018923725,1.7063527066873974e-06,1.0936629643687468e-05,3.516397604208521e-07
394,2.9102742509223845e-06,1.13240855292851e-06,0.000497159002131653,0.0015158209318615334,0.00021430800042043785,1.637901473561243e-06,5.4020809869825825e-06,1.0536065273569761e-06
397,2.940162113773681e-06,1.1471946881336237e-06,0.0004958887437744863,0.0036512498319840603,0.021433884082409094,1.6924328980483239e-06,1.0477347130333214e-05,6.03095938522813e-07
400,2.9854756788960657e-06,1.4786347828366075e-06,0.00025497663452833663,0.019320529007950782,8.539873456170355e-07,2.2289515566598084e-08,8.357187826213419e-07,3.5984683739442858e-06
403,2.970016343972759e-06,1.1619806339346894e-06,0.00039063126682448157,0.011831178115937035,0.021437354232120676,1.6150366080047718e-06,9.720070242025258e-06,4.089625154080068e-06
406,2.9998382604645712e-06,1.17677039601638e-06,0.0004971170975114347,0.0015832499989736348,0.0002126897756538071,1.636432252150044e-06,3.972751994929524e-06,2.6527845031765196e-07
409,3.0297261224276895e-06,1.1915559772202045e-06,0.0004960248646037613,0.003575365054255375,0.021436096505500046,1.6372608298009794e-06,1.521292247552708e-05,5.748058948373824e-06
412,3.075039649691469e-06,1.5229976211283969e-06,0.00026876767895966935,0.018735392495716985,9.68917120425239e-07,1.1148039824604439e-08,4.4197635280518455e-06,1.4729162971072185e-05
415,3.0595803277577716e-06,1.2063436354292634e-06,0.00038449543977359113,0.012134601205215922,0.021435350988933344,1.731445983921276e-06,1.4080710894148751e-05,3.572702586662757e-06
418,3.0894022451377623e-06,1.2211307203191524e-06,0.0004970710154532654,0.001651123466983595,0.00021109071310121408,1.6086279392979463e-06,2.9242828283315703e-06,2.261836108852222e-06
421,3.1192901115417726e-06,1.2359147705254259e-06,0.0004961515473675959,0.003500218219699258,0.021438208596912034,1.717147988911094e-06,8.78642275026209e-06,5.567181091459261e-06
424,3.1646036022792146e-06,1.5673551787553919e-06,0.00028173079182725047,0.018180430530398972,1.0358439207491799e-06,4.5162016792943405e-08,3.2755991064004064e-06,3.61841527674045e-06
427,3.1491442955555726e-06,1.2507016409202265e-06,0.0003779901084657311,0.012450299876791249,0.02143321602417192,1.6400205975486415e-06,1.0826730751922753e-05,7.36666909695316e-08
