period,dI1_Boris,dI1_RK4,dI1_SPPINN
415,0.023833670293404906,2.3333427465958405e-13,0.004901110225312561
416,0.023876094247237304,1.8915263685421902e-13,0.012554598401460443
417,0.023918415371488786,2.7751591246494906e-13,0.00024243425416851295
418,0.02396063348399846,1.4497099904885398e-13,0.013824981090562103
419,0.024002748402782166,2.3333427465958405e-13,0.0025241630049975647
420,0.024044759946562633,2.3333427465958405e-13,0.007624663217491285
421,0.024086667934504428,3.175555217260611e-14,0.010121872010452664
422,0.024128472185904647,1.4497099904885398e-13,0.0006603869219577456
423,0.024170172520899844,5.6607723438123935e-14,0.014200909486970406
424,0.024211768759891658,1.4497099904885398e-13,0.0004725163226858291
425,0.024253260723502645,2.3333427465958405e-13,0.010252437408001263
426,0.024294648233238986,1.4497099904885398e-13,0.007211173902348521
427,0.024335931110916136,5.6607723438123935e-14,0.0025336373741701255
428,0.02437710917848209,1.4497099904885398e-13,0.013474064654674595
429,0.024418182258945216,1.4497099904885398e-13,0.0005798382115276722
430,0.024459150175048773,2.3333427465958405e-13,0.012382195731641529
431,0.0245000127505964,1.4497099904885398e-13,0.00426830389525919
432,0.02454076980952426,2.3333427465958405e-13,0.005090679407354915
433,0.02458142117621035,5.6607723438123935e-14,0.011755942476715953
434,0.024621966675783744,1.4497099904885398e-13,0.0004717678469747804
435,0.024662406133461885,1.4497099904885398e-13,0.01368788205391836
436,0.024702739375080756,1.4497099904885398e-13,0.0017438383966454358
437,0.024742966227050703,5.6607723438123935e-14,0.007940164487281876
438,0.024783086516002976,1.4497099904885398e-13,0.009309783625869506
439,0.02482310006927574,2.3333427465958405e-13,0.0007802187067653302
440,0.02486300671433969,1.4497099904885398e-13,0.013969569771849266
441,0.02490280627950499,2.3333427465958405e-13,2.4198096876332264e-05
442,0.024942498593346886,2.3333427465958405e-13,0.010645883794374422
443,0.024982083484926615,2.3333427465958405e-13,0.006510188055396524
444,0.025021560783614696,2.3333427465958405e-13,0.0029844973073064555
445,0.025060930319488545,1.4497099904885398e-13,0.013184109523496686
446,0.025100191923111588,1.4497099904885398e-13,0.0006274469876969999
447,0.02513934542504724,1.4497099904885398e-13,0.012793504916326009
448,0.02517839065709601,1.4497099904885398e-13,0.003785730649274898
449,0.025217327450749127,2.3333427465958405e-13,0.005803635655033873
450,0.02525615563855818,1.4497099904885398e-13,0.011451746552857302
451,0.025294875053163135,3.175555217260611e-14,0.00011142611225074083
452,0.025333485527999213,1.4497099904885398e-13,0.014054018919025678
453,0.025371986896413273,1.4497099904885398e-13,0.001553376666876098
454,0.0254103789929009,1.4497099904885398e-13,0.008805995540772063
455,0.025448661652090233,5.6607723438123935e-14,0.009037685123920829
456,0.025486834708741933,1.4497099904885398e-13,0.0014931851936272132
457,0.025524897999118862,5.6607723438123935e-14,0.014234189114694259
458,0.025562851358821137,1.4497099904885398e-13,0.00015470733178731138
459,0.025600694624420883,5.6607723438123935e-14,0.011531758299656442
460,0.025638427633020405,2.3333427465958405e-13,0.006311449922388887
461,0.02567605022198709,1.4497099904885398e-13,0.003940660070017933
462,0.025713562229616144,1.4497099904885398e-13,0.013306232145045857
463,0.025750963493981864,1.4497099904885398e-13,0.00019632098102017326
464,0.025788253854130548,3.175555217260611e-14,0.013563318415613456
465,0.025825433149461938,1.4497099904885398e-13,0.0036903024151174655
466,0.025862501220038504,3.175555217260611e-14,0.006856209434174465
467,0.02589945790609945,1.4497099904885398e-13,0.011412125296962035
468,0.02593630304819324,5.6607723438123935e-14,0.0005538960691592304
469,0.025973036487972882,3.175555217260611e-14,0.014589301726815865
470,0.026009658067135573,5.6607723438123935e-14,0.001575385881675211
471,0.026046167628262135,3.175555217260611e-14,0.009793323414104145
472,0.026082565013491578,3.175555217260611e-14,0.008841854989996236
473,0.026118850066465082,1.4497099904885398e-13,0.002290412512624145
474,0.026155022630823838,1.4497099904885398e-13,0.01445237554234716
475,0.026191082550827565,5.6607723438123935e-14,0.000290355429660856
476,0.02622702967122199,5.6607723438123935e-14,0.012302120304434009
477,0.026262863836973748,1.4497099904885398e-13,0.005988965067085197
478,0.026298584894065648,5.6607723438123935e-14,0.0047473252658334995
479,0.026334192688613044,1.4497099904885398e-13,0.01317344455735687
480,0.026369687066863844,5.6607723438123935e-14,3.186265688891305e-05
481,0.02640506787621466,5.6607723438123935e-14,0.013998273771905264
482,0.02644033496432721,5.6607723438123935e-14,0.003290260921327019
483,0.02647548817939339,1.4497099904885398e-13,0.007548466611934225
484,0.02651052736991436,1.4497099904885398e-13,0.010948455321380855
485,0.026545452384965643,2.3333427465958405e-13,0.0008394658848090416
486,0.02658026307397622,3.175555217260611e-14,0.014621958408291691
487,0.026614959287523797,5.6607723438123935e-14,0.0011589276381432454
488,0.026649540875655887,5.6607723438123935e-14,0.010264972474359276
489,0.026684007689701285,1.4497099904885398e-13,0.008118301689805287
490,0.026718359581032955,2.3333427465958405e-13,0.002589576481331404
491,0.026752596401642417,2.3333427465958405e-13,0.014077725592879453
492,0.0267867180046699,1.4497099904885398e-13,7.870838403396186e-05
493,0.026820724242372015,1.4497099904885398e-13,0.0124809328304487
494,0.026854614969081897,1.4497099904885398e-13,0.0051165121083354935
495,0.0268883900378956,5.6607723438123935e-14,0.005014368877147329
496,0.02692204930420663,3.175555217260611e-14,0.012449128935965092
497,0.026955592622613208,5.6607723438123935e-14,0.00023311672654072004
498,0.026989019848906472,1.4497099904885398e-13,0.013857090834200683
499,0.02702233083887756,5.6607723438123935e-14,0.00240280503770479
500,0.027055525449245412,3.175555217260611e-14,0.00774275347320922
501,0.027088603536994074,1.4497099904885398e-13,0.009985839809437446
502,0.027121564959505216,1.4497099904885398e-13,0.0007194328516692575
503,0.02715440957486742,1.4497099904885398e-13,0.014182827317019059
504,0.027187137241831985,5.6607723438123935e-14,0.0003927075065672935
505,0.027219747819459492,5.6607723438123935e-14,0.010357142855897618
506,0.027252241167119783,5.6607723438123935e-14,0.007065283310048191
507,0.027284617144845435,3.175555217260611e-14,0.0026332369745396727
508,0.02731687561315501,2.3333427465958405e-13,0.013408430740421081
509,0.027349016433406537,5.6607723438123935e-14,0.0006060195506074418
510,0.027381039467090574,5.6607723438123935e-14,0.012457343486942819
511,0.027412944576183686,1.4497099904885398e-13,0.004134755870186046
512,0.027444731623325166,1.4497099904885398e-13,0.005215445918374113
513,0.027476400471596114,1.4497099904885398e-13,0.01165267569843734
514,0.027507950984475272,1.2011882778333617e-13,0.000440457555492348
515,0.027539383026413372,5.6607723438123935e-14,0.013721818766334862
516,0.02757069646186115,5.6607723438123935e-14,0.001642932455258262
517,0.027601891155799523,1.4497099904885398e-13,0.008070851197269385
518,0.027632966974093034,1.4497099904885398e-13,0.00918455676630755
519,0.027663923782871327,3.175555217260611e-14,0.0008640794463356193
520,0.02769476144866167,1.4497099904885398e-13,0.013956947358481674
521,0.02772547983887497,5.6607723438123935e-14,2.8771813889930382e-05
522,0.027756078821098856,3.175555217260611e-14,0.010762326835103114
523,0.027786558263539502,5.6607723438123935e-14,0.006382024500424318
524,0.027816918034889084,1.4497099904885398e-13,0.0031079175441765124
525,0.027847158004590863,5.6607723438123935e-14,0.01312670538017658
526,0.02787727804222064,1.2011882778333617e-13,0.0006245307328331167
527,0.02790727801792858,3.175555217260611e-14,0.012877709057322688
528,0.027937157802925213,1.4497099904885398e-13,0.0036740923235729682
529,0.027966917268111794,3.175555217260611e-14,0.00594756092799893
530,0.02799655628580339,3.175555217260611e-14,0.011358191269517339
531,0.028026074727740703,2.3333427465958405e-13,5.323301866143061e-05
532,0.028055472467122432,5.6607723438123935e-14,0.014092915903918592
533,0.02808474937750073,3.175555217260611e-14,0.001475187908354406
534,0.028113905332692847,5.6607723438123935e-14,0.00894822156461922
535,0.028142940206781104,3.175555217260611e-14,0.008922139916280089
536,0.02817185387517329,1.4497099904885398e-13,0.0015975797318038025
537,0.02820064621318882,1.4497099904885398e-13,0.014221645183909162
538,0.028229317096677295,5.6607723438123935e-14,0.00012176770323864703
539,0.028257866402195214,1.4497099904885398e-13,0.011650328938787704
540,0.028286294007226896,5.6607723438123935e-14,0.0061914380161130315
541,0.02831459978854976,3.175555217260611e-14,0.004075103133867162
542,0.028342783625017746,1.2011882778333617e-13,0.013243993603353993
543,0.02837084539473372,5.6607723438123935e-14,0.0001791405912559355
544,0.02839878497703763,5.6607723438123935e-14,0.013639891045257901
545,0.028426602251667057,1.2011882778333617e-13,0.0035840275639603724
546,0.02845429709888976,5.6607723438123935e-14,0.006999942210129412
547,0.028481869399017687,1.4497099904885398e-13,0.011309553942169006
548,0.028509319033688224,1.4497099904885398e-13,0.0006183942521753114
549,0.02853664588453877,3.175555217260611e-14,0.014611964875008132
550,0.028563849834046164,3.175555217260611e-14,0.0014989479705040352
551,0.028590930764819795,1.4497099904885398e-13,0.009924159059950878
552,0.028617888560485232,5.6607723438123935e-14,0.008714493431423971
553,0.02864472310444713,1.4497099904885398e-13,0.0023921827964458174
554,0.02867143428183323,3.175555217260611e-14,0.014417482823675476
555,0.028698021976931824,1.4497099904885398e-13,0.000255287967486582
556,0.02872448607557756,1.4497099904885398e-13,0.012399843807281478
557,0.02875082646395854,3.175555217260611e-14,0.0058561539695514645
558,0.028777043028351223,5.6607723438123935e-14,0.00487061672445149
559,0.028803135655959895,1.2011882778333617e-13,0.01308617785462126
560,0.028829104234298103,1.4497099904885398e-13,4.336827756648167e-05
561,0.028854948651674664,5.6607723438123935e-14,0.01404774385570505
562,0.028880668796840217,5.6607723438123935e-14,0.0031721756181939563
563,0.02890626455881049,1.2011882778333617e-13,0.007674234382516214
564,0.028931735827484838,5.6607723438123935e-14,0.010822028123065599
565,0.0289570824928068,1.4497099904885398e-13,0.0008956201564580693
566,0.028982304446487188,5.6607723438123935e-14,0.014615433491623845
567,0.02900740157895553,2.3333427465958405e-13,0.0010734886029623422
568,0.029032373782629548,1.4497099904885398e-13,0.010373793507382753
569,0.029057220949750225,1.4497099904885398e-13,0.007971927436344284
570,0.029081942973663084,5.6607723438123935e-14,0.0026816222503275814
571,0.0291065397473602,1.4497099904885398e-13,0.01401605236337273
572,0.029131011165247456,1.4497099904885398e-13,0.00011857901311040888
573,0.029155357121951653,3.175555217260611e-14,0.012555980577961917
574,0.029179577512497213,5.6607723438123935e-14,0.004972454407273271
575,0.029203672232571292,1.4497099904885398e-13,0.005128055800418722
576,0.029227641178435404,1.4497099904885398e-13,0.012341608385032251
577,0.029251484247057966,1.4497099904885398e-13,0.0002214734760850403
578,0.029275201335363224,5.6607723438123935e-14,0.01388671339065348
579,0.029298792341689223,5.6607723438123935e-14,0.002282965285003917
580,0.02932225716406475,5.6607723438123935e-14,0.007860517304030002
581,0.029345595701490573,3.175555217260611e-14,0.009848793330386402
582,0.029368807853365105,3.175555217260611e-14,0.0007806482408248006
583,0.029391893520014575,5.6607723438123935e-14,0.0141623325118892
584,0.029414852601897752,3.175555217260611e-14,0.00031527213191964617
585,0.029437685000003582,1.4497099904885398e-13,0.010460791436161482
586,0.029460390616027923,5.6607723438123935e-14,0.006919544277377828
587,0.02948296935224099,3.175555217260611e-14,0.0027344919516607783
588,0.02950542111153155,5.6607723438123935e-14,0.013340802652776639
589,0.029527745796965082,1.4497099904885398e-13,0.0006293614887822906
590,0.029549943312579072,3.175555217260611e-14,0.012530839849527558
591,0.02957201356258773,1.4497099904885398e-13,0.0040024756164443575
592,0.029593956452000532,3.175555217260611e-14,0.0053410743951207845
593,0.029615771886533866,1.4497099904885398e-13,0.011548112573911206
594,0.02963745977208084,3.175555217260611e-14,0.00040630247948406496
